comment,rating,Вопрос не решен,Вопрос решен,Не понравилось качество услуги,Не понравился результат услуги,Понравилась работа сотрудников,Понравилась скорость работы,Понравилось качество услуги,Понравился результат услуги,Претензии и предложения
"уборщица всё равно не подметает, на мой вопрос почему задала мне вопрос-а что надо? не знаю какие разьяснения вы делаете персоналу, они об этом не в курсе.",5.0,1,0,1,0,0,0,0,0,1
"вода горячая,  первое время- ржавая.  хотелось бы,  чтобы устанавливать такие ситуации быстрее,  чем за 14 часов.",5.0,0,0,0,0,0,0,0,0,1
спасибо за обратную связь!,5.0,0,1,0,0,0,0,0,0,0
вопрос решили за 5мин.,5.0,0,1,0,0,0,1,0,0,0
"спасибо андрею , все устранил  палец вверх (светлая кожа)",5.0,0,1,0,0,1,0,0,0,0
"батарея полностью горячая, спасибо огромное за работу",5.0,0,1,0,0,0,0,0,1,0
"спасибо большое, выполнили быстро замену красное сердце",5.0,0,1,0,0,0,1,0,0,0
"спасибо за работу ,очень хороший человек.",5.0,0,1,0,0,1,0,0,0,0
"спасибо, мастер пришел все сделал",5.0,0,1,0,0,0,0,0,0,0
заявка выполнена,5.0,0,1,0,0,0,0,0,0,0
"очень быстро отреагировали, проблему решили",5.0,0,1,0,0,0,1,0,0,0
"спасибо ,очень быстро выполнили работу",5.0,0,1,0,0,0,1,0,0,0
"быстро и понятно,  спасибо!",5.0,0,1,0,0,0,1,0,0,0
"очень быстро отреагировали, приехали в удобное время!",5.0,0,0,0,0,0,1,1,1,0
спасибо за ответ!,5.0,0,1,0,0,0,0,0,0,0
к кому обратиться по поводу оплаты квитанции другим плательщиком?,5.0,1,0,0,0,0,0,0,0,1
"приложение нужно дорабатывать ,сами пишите что зачисляются до 5 дней, сами просите оплатить до 20 января, а у самих нет никаких данных о поступлении, уже и выписку приложила ,все без изменений",5.0,0,0,0,1,0,0,0,0,1
"спасибо, я вижу счетчики заведены в программу и отобразились в приложении",5.0,0,0,0,0,0,0,0,1,0
большое спасибо за выполнение работы!,5.0,0,1,0,0,0,0,0,0,0
спасибо! получить ключ сама не могу. прошу выдать ключ трофимова степану викторовичу 29.06.1993 г.р.,5.0,0,1,0,0,0,0,0,0,0
спасибо за оперативное выполнение заявки!,5.0,0,1,0,0,0,1,0,0,0
"ук отреагировали быстро. сантехник пришел вовремя, исправил.",5.0,0,1,0,0,0,1,0,1,0
"чисто ,быстро ,аккуратно",5.0,0,0,0,0,0,1,1,1,0
все разъяснили палец вверх,5.0,0,0,0,0,0,0,1,0,0
"заявку выполнили быстро ,спасибо",5.0,0,1,0,0,0,1,0,0,0
"большое спасибо мастерам которые чинили батарею, пришли очень быстро я даже не ожидала. все спокойно сделали.  спасибо",5.0,0,1,0,0,1,1,1,1,0
повторная заявка (4195451),5.0,0,1,0,0,0,0,0,0,0
"отлично, большое спасибо",5.0,0,0,0,0,0,0,0,1,0
"да неисправность устранена, но по времени не очень быстро",5.0,0,1,0,0,0,0,0,0,1
кнопки не светятся при нажатии,5.0,0,0,1,0,0,0,0,0,0
"мастер пришёл в день заявки, это радует. розетка оказалась исправна, в итоге по ремонту не пришлось ничего делать. будем наблюдать! надеюсь, будет работать и дальше.",5.0,0,0,0,0,0,1,0,1,0
"мастер пришел вовремя, поменял и опломбировал счётчик, всё отлично",5.0,0,0,0,0,0,0,0,1,0
"прошу прислать акт, заключение. на потолке образовалось пятно от протечки",5.0,1,0,0,0,0,0,0,0,1
ужасная управляющая компания,5.0,0,0,1,1,0,0,0,0,1
"благодарю за чистоту в подъезде, а то у нас там появился неприятный запах.",5.0,0,0,0,0,0,0,0,1,0
быстро помогли с ответом + четко выражена мысль и то что я просила - услышала,5.0,0,1,0,0,0,1,1,0,0
работа выполнена быстро!,5.0,0,1,0,0,0,1,0,0,0
оперативно и качественно,5.0,0,0,0,0,0,1,1,0,0
"спасибо, счетчик стал работать",5.0,0,1,0,0,0,0,0,0,0
"20 января, пока запаа нет",5.0,0,0,0,0,0,0,0,1,0
спасибо! очень помогли! отличный сантехник,5.0,0,1,0,0,1,0,0,0,0
"спасибо большое сергею сантехнику. пришёл быстро, всё отремонтировал и дал дельные советы!!!",5.0,0,0,0,0,1,1,1,1,0
"заявка выполнена, спасибо за заботу.",5.0,0,1,0,0,0,0,0,0,0
отлично работает теперь,5.0,0,0,0,0,0,0,0,1,0
все понятно. спасибо,5.0,0,0,0,0,0,0,1,0,0
вопрос решен. спасибо,5.0,0,1,0,0,0,0,0,0,0
"поплняйте, пожалуйста, своевременно. сейчас опять мало пакетов",5.0,0,0,0,1,0,0,0,0,1
"спасибо большое за работу, за быстрый ответ на заявку и устранения .",5.0,0,1,0,0,0,1,0,0,0
в лк у меня нет задолженности. оплачивал более недели назад.,5.0,1,0,0,0,0,0,0,0,1
спасибо за оперативность !!!,5.0,0,0,0,0,0,1,0,0,0
большое спасибо инженеру.,5.0,0,0,0,0,1,0,0,0,0
спасибо станиславу большое!),5.0,0,0,0,0,1,0,0,0,0
идеально закрывается дверь. огромное спасибо мастеру!,5.0,0,0,0,0,1,0,0,1,0
все быстро и оперативно. спасибо!,5.0,0,0,0,0,0,1,0,0,0
"хотелось бы, чтобы передали информацию в отдел, занимающийся возвратом средств. получается нет взаимодействия смежных отделов в ук",5.0,1,0,0,0,0,0,0,0,1
хорошо только цвет другой,5.0,0,1,1,0,0,0,0,0,0
спасибо большое! все оперативно устранили.,5.0,0,1,0,0,0,1,0,0,0
это с учётом остальных платежей или только за электричество?,5.0,1,0,0,0,0,0,0,0,1
оплата за коммунальные услуги оплачены 30.12.2024. когда можно пере заказать  справку,5.0,1,0,0,0,0,0,0,0,1
всё супер. спасибо сантехнику за решение проблемы.,5.0,0,1,0,0,1,0,0,1,0
спасибо за быстрое исполнение заявки,5.0,0,1,0,0,0,1,0,0,0
"спасибо за оперативную работу,вопрос решен.",5.0,0,1,0,0,0,1,0,0,0
"оперативно, качественно, проффессионально.",5.0,0,0,0,0,0,1,1,1,0
спасибо! все оперативно и быстро было сделано!  палец вверх (светлая кожа),5.0,0,1,0,0,0,1,0,0,0
спасибо за порядок на нашей площадке,5.0,0,0,0,0,0,0,0,1,0
отработали оперативно,5.0,0,0,0,0,0,1,0,0,0
"быстро, класс!",5.0,0,0,0,0,0,1,0,1,0
неверный логин пароль,5.0,1,0,0,0,0,0,0,0,0
все оперативно. спасибо,5.0,0,0,0,0,0,1,0,0,0
неверный логин и пароль лицо сдерживающее слёзы,5.0,1,0,0,0,0,0,0,0,0
"все быстро , четко , спасибо !",5.0,0,0,0,0,0,1,1,0,0
"надеюсь, что закрепили, а не просто втолкнули назад. проверю вечером",5.0,0,0,1,0,0,0,0,0,0
быстро и качественно!,5.0,0,0,0,0,0,1,1,0,0
все работает,5.0,0,1,0,0,0,0,0,0,0
благодарю за оперативное решение!,5.0,0,1,0,0,0,1,0,0,0
"помыт только пол. двери , где входная группа так и в пыли .",5.0,0,0,1,0,0,0,0,0,0
"оперативно и быстро все сделали, что требовалось.",5.0,0,1,0,0,0,1,0,0,0
первый раз за 5 лет заявка выполнена как полагается и оперативно! спасибо!,5.0,0,1,0,0,0,1,1,0,1
"быстро отреагировали, техник позвонил, что-то где-то сделал, отопление снова греет. спасибо.",5.0,0,0,0,0,1,1,0,1,0
отреагировали моментально. сантехник нашел причину быстро и устранил быстро. спасибо большое.,5.0,0,1,0,0,0,1,0,0,0
"вы лучшие,  благодарю.",5.0,0,0,0,0,1,0,0,0,0
"отличная работа, быстро и качественно",5.0,0,0,0,0,0,1,1,0,0
"отличная работа, быстро, качественно  поднятые руки",5.0,0,0,0,0,0,1,1,0,0
"не доделали работу до конца, ушли, пока трудно оценить,устранили ли причину протечки.",5.0,0,0,1,1,0,0,0,0,0
очень благодарны!,5.0,0,1,0,0,0,0,0,0,0
"спасибо за ремонт, приступили к работам в тот же день!",5.0,0,1,0,0,0,1,0,1,0
"посыпали песком но не везде, упала на парковке и разбила руку",5.0,0,0,1,0,0,0,0,0,0
"все объяснил,обнаружил утечку сверху,залитие приостановлено,благодарю.",5.0,0,1,0,0,0,0,1,1,0
"да, заработало",5.0,0,1,0,0,0,0,0,0,0
"спасибо, мастер пришёл очень быстро.",5.0,0,0,0,0,0,1,0,0,0
"спасибо! очень быстро отреагировали и заменили лампу не только на 2 этаже, но и на первом. благодарю!",5.0,0,0,0,0,0,1,1,1,0
сделали все быстро,5.0,0,1,0,0,0,1,0,0,0
быстро сделали. спасибо.,5.0,0,1,0,0,0,1,0,0,0
"спасибо, хорошо убрали!",5.0,0,0,0,0,0,0,0,1,0
очень чисто. спасибо за уборку,5.0,0,0,0,0,0,0,1,1,0
большое спасибо. все выполнено оперативно и качественно,5.0,0,0,0,0,0,1,1,1,0
спасибо большое !,5.0,0,1,0,0,0,0,0,0,0
"спасибо, заявка выполнена.",5.0,0,1,0,0,0,0,0,0,0
спасибо большое за оперативный ответ,5.0,0,0,0,0,0,1,0,0,0
на заявку отреагировали ночью мгновенно. течь устранена операивно и качественно! спасибо всем и виктору персонально!,5.0,0,1,0,0,1,1,1,1,0
"спасибо,оперативно отреагировали, перекрыли воду",5.0,0,1,0,0,0,1,0,1,0
"выполнено, спасибо",5.0,0,1,0,0,0,0,0,0,0
очень быстро решил проблему,5.0,0,1,0,0,0,1,0,0,0
спасибо большое!!! вы очень аперативные,5.0,0,0,0,0,0,1,0,1,0
все оперативно устранили,5.0,0,1,0,0,0,1,0,0,0
"хорошо, что решили вопрос. но тем не менее, человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды.",5.0,0,1,1,1,0,0,0,0,1
"четко, оперативно",5.0,0,0,0,0,0,1,1,0,0
спасибо за работу!,5.0,0,1,0,0,0,0,0,0,0
"причину выяснили, но дверь как была открыта, так и осталась. вопрос не был решен.",5.0,1,0,0,0,0,0,0,0,1
очень быстро отреагировали,5.0,0,0,0,0,0,1,0,0,0
"частично произведена уборка, засохшое дерьмо в углу так и осталось не убранным.",5.0,0,0,1,1,0,0,0,0,1
"спасибо, что быстро исправили жест ОК палец вверх искрящееся сердце",5.0,0,1,0,0,0,1,0,0,0
все оперативно и качественно,5.0,0,0,0,0,0,1,1,0,0
все быстро и хорошо,5.0,0,0,0,0,0,1,1,1,0
"долго, но всё равно, спасибо",5.0,0,1,0,0,0,0,0,1,1
"спасибо , быстро отреагировали!",5.0,0,0,0,0,0,1,0,0,0
"оперативно, доброжелательно и качественно! огромное спасибо за помощь.",5.0,0,1,0,0,0,1,1,1,0
быстро и вовремя,5.0,0,0,0,0,0,1,0,0,0
"огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо))",5.0,0,1,0,0,0,1,0,1,0
быстро сработали!,5.0,0,0,0,0,0,1,0,0,0
огромное спасибо за оперативную помощь.,5.0,0,1,0,0,0,1,0,0,0
работает. спасибо,5.0,0,0,0,0,0,0,0,1,0
всё решили быстро,5.0,0,1,0,0,0,1,0,0,0
на лифте засрали можите видео посмотреть кто это свиня чтобы за сабой не убирает посмотретье пожалуйста видео,5.0,1,0,0,0,0,0,0,0,1
спасибо огромное андрею! мастер своего дела,5.0,0,0,0,0,1,0,0,0,0
благодарим,5.0,0,1,0,0,0,0,0,0,0
"отличный мастер приходил, отзывчивый. все устранил",5.0,0,1,0,0,1,0,1,1,0
ура! спасибо большое! а можно их ещё отрегулировать? чтобы медленно закрывались двери?,5.0,0,0,0,0,0,0,0,1,0
вот это скорость выполнения заявки  огонь вот это я понимаю! в пример всем остальным! спасибо большое!  палец вверх (средний тон кожи) аплодисменты (средний тон кожи),5.0,0,1,0,0,0,1,0,0,0
"воду дали, но не понятно почему ее не было",5.0,0,1,0,0,0,0,0,0,0
пришли быстро. всё исправили. на щитке как оказалось у многих плохо прикручены контакты. спасибо,5.0,0,1,0,0,0,1,0,0,0
"оперативно, качественно и доброжелательно!",5.0,0,0,0,0,0,1,1,1,0
благодарю вас за быструю услугу.,5.0,0,0,0,0,0,1,0,0,0
благодарю за выполненную работу.быстро и качественно,5.0,0,0,0,0,0,1,1,0,0
спасибо огромное ! сложенные руки (светлый средний тон кожи),5.0,0,1,0,0,0,0,0,0,0
отличная работа! спасибо!,5.0,0,0,0,0,0,0,0,1,0
спасибо большое за оперативность!!!,5.0,0,0,0,0,0,1,0,0,0
оперативно помогли,5.0,0,0,0,0,0,1,0,0,0
протечки устранена.спасибо,5.0,0,1,0,0,0,0,0,0,0
"спасибо большое , в квартире а в правду очень тепло стало как сделали отопление .  вот что значит опытные сантехники",5.0,0,0,0,0,1,0,0,1,0
этот же автомобиль в этом же месте припаркован на данный момент. из-за этого автомобиля участок еле проходим,5.0,1,0,0,0,0,0,0,0,1
добрый день. спасибо за понимание и быстрое решение!,5.0,0,0,0,0,0,1,1,0,0
спасибо за решение проблемы!,5.0,0,1,0,0,0,0,0,0,0
во время устранили,5.0,0,1,0,0,0,0,0,0,0
большое вам спасибо :),5.0,0,1,0,0,0,0,0,0,0
спасибо! оперативно все починили,5.0,0,1,0,0,0,1,0,0,0
мастер  оперативно нашел причину протечки,5.0,0,1,0,0,1,1,0,0,0
отлично !!!все устранили в кратчайший срок.благодарю!,5.0,0,0,0,0,0,1,0,1,0
111,5.0,1,0,0,0,0,0,0,0,0
"пока работает, всё хорошо",5.0,0,1,0,0,0,0,0,1,0
убрали,5.0,0,1,0,0,0,0,0,0,0
мастер супер! спасибо огромное!,5.0,0,0,0,0,1,0,0,0,0
спасибо огромное!!! всё профессионально,5.0,0,0,0,0,0,0,1,1,0
"всё работает, спасибо!!!",5.0,0,0,0,0,0,0,0,1,0
андрей с товарищем все исправили !отличная работа,5.0,0,0,0,0,1,0,1,1,0
супер мастер !!!,5.0,0,0,0,0,1,0,0,0,0
"я сделала ремонт в коридоре. и если в подвале сухо, но надеюсь что от грибка в квартире больше нет. благодарю за фото.",5.0,0,1,0,0,0,0,0,0,0
хороший мастер  палец вверх,5.0,0,0,0,0,1,0,0,0,0
спасибо огромное.у нас в самолёте первоклассные специалисты. палец вверх,5.0,0,0,0,0,1,0,0,0,0
ну здесь в целом могу сказать что заявку выполнили палец вверх (светлая кожа) здесь вам спасибо,5.0,0,1,0,0,0,0,0,0,0
спасибо большое за компетентное разъяснение вопроса!,5.0,0,0,0,0,0,0,1,0,0
было бы хорошо чтобы они не ломались каждый жень! они же новые!,5.0,0,0,1,1,0,0,0,0,0
"очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке, по устранению последствий аварии. грачев михаил и голубев(прошу прощения не знаю имени) очень качественно, на высшем уровне выполнили свою работу, даже профессинал высоко оценил.",5.0,0,0,0,0,1,0,1,1,0
супер мастер! протечка устранена ! спасибо !,5.0,0,0,0,0,1,0,1,1,0
так и не работает дверь входная и дамовон,5.0,1,0,0,1,0,0,0,0,0
"хотелось  бы, чтобы работа выполнялась , постоянно, без заявок",5.0,0,0,0,0,0,0,0,0,1
"удивлен, что так быстро среагировали",5.0,0,0,0,0,0,1,0,0,0
все супер. отличный спокойный мастер,5.0,0,0,0,0,1,0,0,1,0
большой спасибо татьяне  сложенные руки (молитва или благодарность),5.0,0,0,0,0,1,0,0,0,0
"шум прошел. надеюсь не повторится, спасибо.",5.0,0,0,0,0,0,0,0,1,0
"спасибо, очень быстро всё сделали.",5.0,0,1,0,0,0,1,0,0,0
"5 звезд заочно , так как специалист дал оперативную и грамотную консультацию, но проблема пока не решена",5.0,1,0,0,0,1,0,1,0,0
оперативно пришел сотрудник и нашел источник протечки,5.0,0,1,0,0,0,1,0,0,0
быстро приняли меры.,5.0,0,1,0,0,0,1,0,0,0
все сделали,5.0,0,1,0,0,0,0,0,0,0
все сделано грамотно и оперативно,5.0,0,0,0,0,0,1,1,0,0
спасибо за быструю и качественную работу!,5.0,0,0,0,0,0,1,1,0,0
оперативно.,5.0,0,0,0,0,0,1,0,0,0
"быстро, качественно,результативно  палец вверх палец вверх палец вверхспасибо",5.0,0,0,0,0,0,1,1,1,0
спасибо большое. все быстро починили.,5.0,0,1,0,0,0,1,0,0,0
всё хорошо,5.0,0,0,0,0,0,0,0,1,0
"оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет",5.0,0,1,0,0,0,1,0,0,0
"спасибо сантехнику валерию , что устранил гул у соседей",5.0,0,0,0,0,1,0,0,1,0
батарея в ванной горячая. спасибо.,5.0,0,0,0,0,0,0,0,1,0
огромное спасибо слесарям. пришли быстро. все устранили.,5.0,0,0,0,0,1,1,1,1,0
"никто не приходил, как гремело, так и гремит. после повторного обращения и переоткрытия заявки дефекты были устранены.",5.0,0,1,1,1,0,0,0,0,0
"спасибо , все сделал мастер",5.0,0,1,0,0,0,0,0,0,0
приятный менеджер палец вверх,5.0,0,0,0,0,1,0,0,0,0
"спасибо большое, все быстро и по делу",5.0,0,0,0,0,0,1,1,0,0
"спасибо, все сделали от начала заявки до регулировки батареи за 40 минут. очень толковый работник пришел",5.0,0,1,0,0,1,1,1,1,0
"спасибо,  очень оперативно",5.0,0,0,0,0,0,1,0,0,0
а тлично,5.0,0,0,0,0,0,0,0,1,0
"вопрос решен, спасибо!",5.0,0,1,0,0,0,0,0,0,0
оплатил,5.0,0,1,0,0,0,0,0,0,0
"лифт не работает, кнопки не активны",5.0,1,0,0,1,0,0,0,0,0
спасибо. заменили лампу,5.0,0,0,0,0,0,0,0,1,0
прошу просмотреть прошел ли платеж сегодня. на новую сумму в квитанции деньги списали,5.0,0,0,0,0,0,0,0,0,1
не передали в гарантийный отдел!,5.0,0,0,0,0,0,0,0,0,1
"мастер быстро отреагировал, сразу пришел , проблему решили",5.0,0,1,0,0,0,1,0,1,0
очень оперативно. спасибо !,5.0,0,0,0,0,0,1,0,0,0
оперативно исправили,5.0,0,0,0,0,0,1,0,0,0
"спасибо, всё быстро и качественно",5.0,0,0,0,0,0,1,1,0,0
"отлично!спасибо,мастер все установил как нужно.",5.0,0,0,0,0,1,0,0,1,0
спасибо за ликвидацию аварии!!,5.0,0,0,0,0,0,0,0,1,0
мастер подошёл в течении 3 минут. спасибо огромное.,5.0,0,0,0,0,0,1,0,0,0
не работают 2 грузовых лифта,5.0,0,0,0,0,0,0,0,0,1
спасибо юлии и ерлану за решение вопроса!,5.0,0,1,0,0,1,0,0,0,0
быстро пришли. течь устранили.,5.0,0,1,0,0,0,1,0,0,0
спасибо за оперативную работу,5.0,0,0,0,0,0,1,0,0,0
спасибо  рождественская ёлка,5.0,0,1,0,0,0,0,0,0,0
21.01 уборка была выполнена,5.0,0,1,0,0,0,0,0,0,0
"мастер все сделал хорошо, все замазал, установил крепко и подключил.",5.0,0,0,0,0,1,0,1,1,0
подача горячей воды в систему отопления была выполнена в течение 30 мин. с момента подачи заявки по отсутствию отопления.,5.0,0,0,0,0,0,1,0,1,0
подача горячей воды в систему горячего водоснабжения была выполнена в течение 30 мин. с момента подачи заявки по отсутствию горячей воды,5.0,0,0,0,0,0,1,0,1,0
спасибо большое. все хорошо сделали!,5.0,0,0,0,0,0,0,1,0,0
большое спасибо менеджеру репиной светлане за оперативное решение проблемы,5.0,0,1,0,0,1,1,0,0,0
быстро устранили течь в шахте,5.0,0,1,0,0,0,1,0,0,0
мастер приехал вовремя и устранил неполадки,5.0,0,1,0,0,0,1,0,0,0
спасибо! очень оперативно несмотря на праздники.,5.0,0,0,0,0,0,1,0,0,0
"очень приятно, что так оперативно отреагировали и решили вопрос.  спасибо большое!",5.0,0,1,0,0,0,1,0,0,0
"супер, спасибо",5.0,0,0,0,0,0,0,0,1,0
быстро и хорошо. спасибо!,5.0,0,0,0,0,0,1,0,1,0
починили быстро! спасибо!,5.0,0,0,0,0,0,1,0,0,0
"великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3",5.0,0,0,0,0,1,1,1,1,0
засор устранили,5.0,0,1,0,0,0,0,0,0,0
спасибо))),5.0,0,1,0,0,0,0,0,0,0
"оперативно, молодцы",5.0,0,0,0,0,0,1,0,0,0
"оперативно. спасибо, что не заставили ждать окончания праздников. с новым годом",5.0,0,1,0,0,0,1,0,0,0
"все мастер поправил, работает. спасибо большое!",5.0,0,1,0,0,0,0,0,1,0
"услуга была оказана качественно, но не своевременно (спустя 10 дней после запроса)",5.0,0,0,0,0,0,0,1,0,1
"сроки, конечно, так себе",5.0,0,0,0,0,0,0,0,0,1
заявка не выполнена,5.0,1,0,0,0,0,0,0,0,0
долго мастер не приходил после оплаты,5.0,0,0,0,0,0,0,0,0,1
"еще бы плитку восстановили, пока никто не сломал ноги",5.0,0,0,0,1,0,0,0,0,0
спасибо за оперативность в тот день  палец вверх,5.0,0,0,0,0,0,1,0,0,0
"течь устранена оперативно. работа выполнена качественно, спасибо большое вячеславу за помощь.",5.0,0,0,0,0,1,1,1,0,0
оперативно устранили проблему. вежливый мастер. все чётко и по делу! спасибо,5.0,0,0,0,0,1,1,1,1,0
спасибо  палец вверхтеперь все работает.,5.0,0,0,0,0,0,0,0,1,0
благодарю за развернутый ответ!,5.0,0,0,0,0,0,0,1,0,0
спасибо мастерам! они отлично выполнили свою работу,5.0,0,0,0,0,1,0,0,1,0
доводчик заменили,5.0,0,1,0,0,0,0,0,0,0
"я прошу прощения что донимаю, возможно , не по адресу, но хочу понять, это отдельный платеж за кап ремонт получается? или это к ним нужно обратиться ?",5.0,0,0,0,0,0,0,0,0,1
спасибо большое.  все очень быстро и удобно.,5.0,0,0,0,0,0,1,1,1,0
спасибо за отмену заявки по моей просьбе,5.0,0,1,0,0,0,0,0,0,0
"спасибо, теперь всё работает.",5.0,0,1,0,0,0,0,0,1,0
"очень хорошо убрали, спасибо",5.0,0,0,0,0,0,0,1,1,0
данные расчета не предоставили.,5.0,1,0,0,0,0,0,0,0,0
"показания по счетчикам сняли, но нет ответа по поводу суммы в последней квитанции — она верна? почему она идентична с предыдущим месяцем?",5.0,0,0,0,0,0,0,0,0,1
быстро отреагировали на заявку и опломбировали то же быстро. осталась довольна. спасибо,5.0,0,1,0,0,0,1,0,1,0
"все быстро и оперативно, спасибо!",5.0,0,0,0,0,0,1,0,0,0
"здравствуйте. прошу заметить, что и в крайней квитанции, и в более ранних неверно проставлены даты последних платежей. с чем это связано?",5.0,0,0,0,0,0,0,0,0,1
"добрый день! в ноябре счет был оплачен 15 ноября . вот скрин из приложения банка . прошу проверить оплаты . и написать поступившие вам с октября до конца года . ноябрь был оплачен , проверьте , пожалуйста . тут нет возможности приложить скрин. напишите , куда отправить квитанцию о оплате",5.0,0,0,0,0,0,0,0,0,1
"оперативно, благодарю",5.0,0,0,0,0,0,1,0,0,0
"все ок, спасибо",5.0,0,0,0,0,0,0,0,1,0
норм,5.0,0,0,0,0,0,0,0,1,0
не могу найти как открыть новую,5.0,1,0,0,0,0,0,0,0,0
ждём морозной погоды что бы замерить тепловизором температуру на стене.,5.0,0,1,0,0,0,0,0,0,0
"так 2 декабря оплачивали за ноябрь, а сейчас идёт авансовый которая должна быть до января оплачена",5.0,0,0,0,0,0,0,0,0,1
"мастер просто супер! сделал всё на высшем уровне, спасибо большое  палец вверх",5.0,0,0,0,0,1,0,1,1,0
как не убрано было так до сих пор и не убрано!,5.0,1,0,0,1,0,0,0,0,1
"на 24.01.2025 назначено уборка частей забора, надеемся и куч графия и блоков, занимающих места. ждём.",5.0,1,0,0,0,0,0,0,0,0
"проконсультировали по телефону, обещали перерасчёт в следующем счете. жду счет",5.0,1,0,0,0,0,0,0,0,0
"добрый вечер. да, в личном кабинете написано, что оплата . объясните почему нет чеков в истории оплат?",5.0,0,0,0,0,0,0,0,0,1
"проблема решена, но после повторных заявок",5.0,0,1,0,0,0,0,0,0,0
смотрите сообщения от 23.09.24 о поверке счетчиков. вы же мне и предлагали. вот акт у вас есть. так с чего мне начисляется отопление не по счетчику?!,5.0,0,0,0,0,0,0,0,0,1
снова не работает доводчик двери,5.0,1,0,0,0,0,0,0,0,0
спасибо огромное за перепрограммирование,5.0,0,0,0,0,0,0,0,1,0
"просили разобраться по счету за кладовое помещение, а не за квартиру",5.0,0,0,0,0,0,0,0,0,1
в приложении не обновился номер нового счетчика по горячему водоснабжению. можете перепроверить информацию?,5.0,0,0,0,0,0,0,0,0,1
"заявка закрыта без фактического исполнения и не обоснованно. контрольные показания счетчика так и не сняты, акт не составлен, перерасчет не сделан. прошу возобновить исполнение заявки.",5.0,0,0,0,0,0,0,0,0,1
всё быстро сделали),5.0,0,1,0,0,0,1,0,0,0
все понятно спасибо,5.0,0,1,0,0,0,0,0,0,0
у меня были вопросы по показаниям счётчиков воды за период с октября 2024 года. а мне приведены данные за ноябрь-декабрь 2024,5.0,1,0,0,0,0,0,0,0,1
"дрлго. все сроки оплаты уже прошли к тому моменту, как появилась информация в банковском приложении.",5.0,0,0,0,0,0,0,0,0,1
в жк спутник самый лучший инженер!,5.0,0,0,0,0,1,0,0,0,0
"спасибо, хоть и очень не оперативно, заявка выполнена",5.0,0,1,0,0,0,0,0,0,1
поверку не произвели,5.0,1,0,0,0,0,0,0,0,0
"решили, но пришлось 2 раза просить",5.0,0,1,0,0,0,0,0,0,1
"а можно обновить данные в личном кабинете, чтоб светились актуальные счетчикм",5.0,1,0,0,0,0,0,0,0,1
"наконец то уровень сервиса дошёл до отметки, где смогли решить эту проблему",5.0,0,0,0,0,0,0,1,1,0
"соседи так и хранят вещи , а лист был просто положен в результате его просто выбросили , нужно наклеить лист оповещения на окно чтоб было видно либо принять меры к людям которые продолжают пренебрегать правилами пользования помещения",5.0,1,0,0,0,0,0,0,0,1
большое спасибо марине за контроль уборки .   надеюсь что так будет всегда.,5.0,0,0,0,0,1,0,1,0,0
"добрый день, я просил составить заявку по уборке лестничного марша. по поводу уборки в коридорах у меня пока нет претензий. прошу навести порядок на лестничном марше",5.0,0,0,0,1,0,0,0,0,1
магнитный замок так и не закреплён. диагностика и установление причин видимо даже не проводилось.,5.0,0,0,0,0,0,0,0,0,1
спасибо большое всё идеально,5.0,0,0,0,0,0,0,0,1,0
дверь исправна,5.0,0,0,0,0,0,0,0,1,0
плесень не устранена. просьба устранить.,5.0,0,0,0,1,0,0,0,0,1
ок,5.0,0,0,0,0,0,0,0,1,0
"указанные ключи не работают. ростелеком 2 раза их перепрошивал, не открывают дверь. из приложения дверь открывается, клбчом нет. ерт от",5.0,1,0,0,1,0,0,0,0,1
"по состоянию на 18:12, 28.01 оба лифта работают, спасибо !!!!!!!!!!",5.0,0,0,0,0,0,0,0,1,0
молодцы!,5.0,0,0,0,0,0,0,0,1,0
чудесный мастер! благодарю!,5.0,0,0,0,0,1,0,0,0,0
"добрый день, услуга оказана отвратительно, трещина задела  шпатлёвкой, после высыхания шов не был зашлифован сразу была нанесена краска. также испорчен вид  посещения моп из- за окраски не в тон ранее окрашеных стен.",5.0,0,0,1,1,0,0,0,0,1
напольное покрытие видимо отдельная задача.,5.0,0,0,0,1,0,0,0,0,0
нормально,5.0,0,0,0,0,0,0,0,1,0
долг за водоотвод не снят. подтверждающий документ не выслан.,5.0,1,0,0,0,0,0,0,0,1
большое спасибо за решение проблемы,5.0,0,1,0,0,0,0,0,0,0
никто не позвонил,5.0,1,0,0,0,0,0,0,0,0
"в приложении не возможно поменять л/с, а по новому квартиру не добавить, т. к. уже есть одобрение на  78148990058",5.0,0,0,0,0,0,0,0,0,1
"вы не ответили, внесли ли вы изменения. меня волнует начисления с января 2025 года. я вам предоставила адресную справку которая от 03.01.25 года, в которой говориться что прописан только один человек, это я. меня волнует вопрос, внесли ли вы данные о снятие с регистрации моего сына, чтобы ав",5.0,0,0,0,0,0,0,0,0,1
спасибо! спускаем воздух регулярно,5.0,0,0,0,0,0,0,0,1,0
